LLchr	LLstart	LLend	LLstrand	LLgeneID	LLgeneSymbol	geneName	Ens99geneIDversion	EntrezGeneID	ZFINgeneID	RefSeqAnnotationNote	Ens99annotationNote
chr22	20560041	20560787	+	LL0000020259	nfil3-4	"nuclear factor, interleukin 3 regulated, member 4"	ENSDARG00000092346.3	100000898	ZDB-GENE-070424-214	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr6	8171928	8180042	+	LL0000020260	nfil3-5	"nuclear factor, interleukin 3 regulated, member 5"	ENSDARG00000094965.2	335737	ZDB-GENE-030131-7677	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr3	14097540	14103551	-	LL0000020261	nfil3-6	"nuclear factor, interleukin 3 regulated, member 6"	ENSDARG00000087188.3	431765	ZDB-GENE-040704-63	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr1	51874334	51961732	+	LL0000020262	nfixa	nuclear factor I/Xa	ENSDARG00000043226.10	110437879	ZDB-GENE-080722-15	geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr3	14767573	15064157	+	LL0000020263	nfixb	nuclear factor I/Xb	ENSDARG00000061836.8	678521	ZDB-GENE-060421-5000	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr14	49811926	49859886	-	LL0000020264	nfkb1	nuclear factor of kappa light polypeptide gene enhancer in B-cells 1	ENSDARG00000105261.2	565756	ZDB-GENE-121204-3	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr13	22717355	22735561	+	LL0000020265	nfkb2	nuclear factor of kappa light polypeptide gene enhancer in B-cells 2 (p49/p100)	ENSDARG00000038687.9	415100	ZDB-GENE-030131-6701	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr20	16881883	16884737	+	LL0000020266	nfkbiaa	"nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha a"	ENSDARG00000005481.10	406463	ZDB-GENE-040426-2227	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr17	12942021	12949754	+	LL0000020267	nfkbiab	"nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha b"	ENSDARG00000007693.6	323099	ZDB-GENE-030131-1819	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr5	37031978	37038083	+	LL0000020268	nfkbib	"nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, beta"	ENSDARG00000030087.7	797834	ZDB-GENE-070705-529	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr20	51274297	51307815	-	LL0000020269	nfkbie	"nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, epsilon"	ENSDARG00000068367.5	790944	ZDB-GENE-061215-132	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr10	8034657	8041992	-	LL0000020270	nfkbil1	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor-like 1	ENSDARG00000003157.9	101887110	ZDB-GENE-040116-7	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr1	18648	23838	+	LL0000020271	nfkbiz	"nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, zeta"	ENSDARG00000102097.2	100001781	ZDB-GENE-071024-1	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr5	28497934	28522568	+	LL0000020272	nfr	notochord formation related	ENSDARG00000114540.1	570084	ZDB-GENE-100715-1	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr21	25246933	25272422	-	LL0000020273	nfrkb	nuclear factor related to kappaB binding protein	ENSDARG00000091512.4	567709	ZDB-GENE-030131-6419	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr11	24348425	24356093	+	LL0000020274	nfs1	NFS1 cysteine desulfurase	ENSDARG00000062237.7	562714	ZDB-GENE-060405-1	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr8	49433652	49458250	+	LL0000020275	nfu1	NFU1 iron-sulfur cluster scaffold homolog (S. cerevisiae)	ENSDARG00000068125.7	403053	ZDB-GENE-050417-365	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr7	41491493	41512999	-	LL0000020276	NFX1	si:dkey-10f23.2 [Source:ZFIN;Acc:ZDB-GENE-160728-101]	ENSDARG00000105669.3	562071	ZDB-GENE-160728-101	geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr23	43870886	43930235	+	LL0000020277	nfxl1	"nuclear transcription factor, X-box binding-like 1"	ENSDARG00000070127.6	100333008	ZDB-GENE-110411-178	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr11	36254284	36279664	-	LL0000020278	nfya	"nuclear transcription factor Y, alpha"	ENSDARG00000042004.8	83915	ZDB-GENE-010501-1	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr8	25014179	25034440	-	LL0000020279	nfyal	"nuclear transcription factor Y, alpha, like"	ENSDARG00000001621.12	573719	ZDB-GENE-040718-491	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr4	9177997	9183605	+	LL0000020280	nfyba	"nuclear transcription factor Y, beta a"	ENSDARG00000039185.7	550227	ZDB-GENE-050417-13	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr25	28823952	28846945	+	LL0000020281	nfybb	"nuclear transcription factor Y, beta b"	ENSDARG00000045611.6	503744	ZDB-GENE-050306-25	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr19	42071033	42119699	+	LL0000020282	nfyc	"nuclear transcription factor Y, gamma"	ENSDARG00000070151.8	323445	ZDB-GENE-030131-2165	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr17	44961908	44968407	-	LL0000020283	ngb	neuroglobin	ENSDARG00000053475.6	100000711	ZDB-GENE-011102-1	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr24	14540985	14557158	+	LL0000020284	ngdn	"neuroguidin, EIF4E binding protein"	ENSDARG00000045372.7	386642	ZDB-GENE-031030-13	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr15	40074923	40133784	+	LL0000020285	ngef	neuronal guanine nucleotide exchange factor	ENSDARG00000076179.6	569090	ZDB-GENE-130530-794	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr23	4929290	4975526	-	LL0000020286	ngfa	nerve growth factor a (beta polypeptide)	ENSDARG00000058961.7	30270	ZDB-GENE-990415-176	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr6	49169420	49215827	-	LL0000020287	ngfb	nerve growth factor b (beta polypeptide)	ENSDARG00000014050.10	58133	ZDB-GENE-000629-2	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr3	20156956	20231781	+	LL0000020288	ngfra	"nerve growth factor receptor a (TNFR superfamily, member 16)"	ENSDARG00000088708.3	100535003	ZDB-GENE-050928-1	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr12	9941136	10038901	-	LL0000020289	ngfrb	nerve growth factor receptor b	ENSDARG00000089223.4	564338	ZDB-GENE-070606-2	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr19	20761108	20777351	-	LL0000020290	ngly1	N-glycanase 1	ENSDARG00000003205.7	553627	ZDB-GENE-050522-535	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr8	25034529	25040764	+	LL0000020291	ngrn	"neugrin, neurite outgrowth associated"	ENSDARG00000061314.7	569275	ZDB-GENE-060503-19	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr4	5776330	5785925	+	LL0000020292	ngs	notochord granular surface	ENSDARG00000054321.6	572199	ZDB-GENE-080722-29	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr6	7085868	7109063	-	LL0000020293	nhej1	nonhomologous end-joining factor 1	ENSDARG00000058893.8	406593	ZDB-GENE-040426-2515	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr9	32945110	32981660	+	LL0000020294	nhlh2	nescient helix loop helix 2	ENSDARG00000025495.6	402968	ZDB-GENE-040426-1809	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr12	30458409	30500803	-	LL0000020295	nhlrc2	NHL repeat containing 2	ENSDARG00000089581.5	100535163	ZDB-GENE-100318-2	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr10	303313	309946	-	LL0000020296	NHLRC3	NHL repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:33751]	ENSDARG00000102127.2				Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr21	30401784	30409204	-	LL0000020297	nhp2	NHP2 ribonucleoprotein homolog (yeast)	ENSDARG00000069422.5	100003787	ZDB-GENE-030131-533	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr23	41200854	41229194	+	LL0000020298	nhsa	Nance-Horan syndrome a (congenital cataracts and dental anomalies)	ENSDARG00000070227.5	100150332	ZDB-GENE-090617-1	"partial transcript match; ""j"" class in gffcompare; abbreviation match"	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr11	29999414	30090019	+	LL0000020299	nhsb	Nance-Horan syndrome b (congenital cataracts and dental anomalies)	ENSDARG00000079977.4	559636	ZDB-GENE-090617-2	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr17	30522764	30591223	+	LL0000020300	nhsl1a	NHS-like 1a	ENSDARG00000054537.6	566695	ZDB-GENE-050411-25	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
